,Customer_ID,Invoice,Amount,recency,Cluster
2583,14929.0,34,836.69,151,1
2585,14931.0,42,964.6800000000001,23,1
2586,14932.0,49,1029.66,386,0
2587,14933.0,5,885.0,444,0
2588,14934.0,248,2444.1,73,2
2589,14935.0,26,2849.83,298,1
2591,14937.0,35,1617.63,57,1
2592,14938.0,76,2289.43,503,0
2593,14939.0,1,-934.66,631,0
2594,14940.0,32,531.49,418,0
2595,14941.0,7,182.1,431,0
2596,14942.0,20,706.56,402,0
2597,14943.0,5,107.62,664,0
2599,14945.0,11,179.4,414,0
2600,14946.0,3,100.9,15,1
2601,14947.0,54,1049.79,73,1
2602,14948.0,64,1066.57,24,1
2603,14949.0,30,498.55,470,0
2604,14950.0,20,361.25,20,1
2605,14951.0,20,311.69,80,1
2607,14953.0,260,1005.37,26,2
2608,14954.0,126,503.44,13,1
2609,14955.0,31,163.77,881,0
2610,14956.0,4,1325.0,422,0
2611,14957.0,29,333.29,253,1
2612,14958.0,72,957.9399999999999,128,1
2613,14959.0,61,684.97,30,1
2614,14960.0,27,221.27,172,1
2616,14962.0,14,366.91,271,1
2617,14963.0,495,3158.63,10,2
2618,14964.0,13,206.21,189,1
2619,14965.0,83,599.0,245,1
2620,14966.0,160,1115.8400000000001,15,1
2621,14967.0,30,1680.52,50,1
2622,14968.0,85,504.99,90,1
2623,14969.0,13,906.23,588,0
2624,14970.0,127,3593.4,138,2
2625,14971.0,160,1116.57,44,1
2626,14972.0,20,145.07,277,0
2627,14973.0,32,1314.45,108,1
2628,14974.0,21,114.39,302,0
2629,14975.0,26,472.39,58,1
2630,14976.0,73,765.86,58,1
2631,14977.0,4,31.929999999999996,726,0
2632,14978.0,295,3106.34,73,2
2633,14979.0,53,439.46,972,0
2634,14980.0,24,150.68,1031,0
2635,14981.0,24,313.52,159,1
2636,14982.0,39,237.78,573,0
2637,14983.0,30,183.20000000000002,689,0
2638,14984.0,56,1271.41,4,1
2639,14985.0,87,296.75,199,1
2640,14986.0,100,566.9,377,0
2641,14987.0,18,1632.25,16,1
2642,14988.0,244,2066.6,5,2
2643,14989.0,18,342.4,662,0
2644,14990.0,43,305.42,554,0
2645,14991.0,21,314.67,579,0
2646,14992.0,27,210.5,442,0
2647,14993.0,10,36.13,564,0
2648,14994.0,320,886.33,364,2
2649,14995.0,61,233.23000000000002,251,1
2650,14996.0,41,442.28999999999996,482,0
2651,14997.0,39,771.38,1,1
2652,14998.0,127,770.73,6,1
2653,14999.0,9,129.48000000000002,593,0
2654,15000.0,77,490.52,48,1
2655,15001.0,54,230.85999999999999,425,0
2656,15002.0,370,4817.28,116,2
2657,15003.0,350,1055.7,464,2
2658,15004.0,158,1246.32,148,1
2660,15006.0,207,825.14,52,1
2661,15007.0,12,156.91,278,0
2662,15008.0,12,360.0,372,0
2663,15009.0,182,1261.78,13,1
2664,15010.0,20,308.94,243,1
2665,15011.0,20,416.6,417,0
2666,15012.0,255,860.62,54,1
2667,15013.0,355,1641.3,458,2
2668,15014.0,35,260.17,43,1
2669,15015.0,308,2275.82,401,2
2670,15016.0,110,622.3,173,1
2671,15017.0,20,125.58,182,1
2672,15018.0,37,567.51,220,1
2673,15019.0,70,266.0,267,1
2674,15020.0,28,203.42,380,0
2675,15021.0,730,2689.59,27,2
2676,15022.0,154,1186.09,12,1
2678,15024.0,371,4075.51,10,2
2679,15025.0,146,1013.09,182,1
2680,15026.0,140,1061.61,81,1
2681,15027.0,94,2974.04,90,2
2682,15028.0,119,1157.71,43,1
2683,15029.0,11,362.15,619,0
2684,15030.0,35,1964.66,72,1
2685,15031.0,444,2857.37,89,2
2687,15033.0,513,2571.02,26,2
2689,15035.0,27,252.73000000000002,31,1
2690,15036.0,127,465.55,73,1
2691,15037.0,48,402.51,377,0
2692,15038.0,287,1269.96,0,2
2694,15040.0,1,7.49,542,0
2695,15041.0,107,294.02,171,1
2696,15042.0,9,315.45,200,1
2697,15043.0,52,2873.7999999999997,121,1
2699,15045.0,13,633.66,33,1
2701,15047.0,22,343.62,270,1
2702,15048.0,121,479.27,117,1
2703,15049.0,3,121.17000000000002,37,1
2704,15050.0,158,4138.87,26,2
2705,15051.0,291,3920.16,3,2
2706,15052.0,30,215.78,320,0
2707,15053.0,71,697.79,186,1
2708,15054.0,114,302.1,13,1
2709,15055.0,85,560.07,475,0
2710,15056.0,7,133.45,521,0
2711,15057.0,71,3184.56,98,2
2712,15058.0,358,3377.18,26,2
2713,15059.0,603,3427.62,41,2
2714,15060.0,121,303.09,10,1
2716,15062.0,159,2585.62,72,2
2717,15063.0,5,370.79999999999995,66,1
2718,15064.0,81,1254.41,411,0
2719,15065.0,169,3304.71,165,2
2720,15066.0,53,760.59,54,1
2721,15067.0,179,3865.13,79,2
2722,15068.0,221,1176.85,47,1
2723,15069.0,70,1109.53,180,1
2724,15070.0,34,843.25,592,0
2725,15071.0,54,1455.56,98,1
2726,15072.0,13,187.51999999999998,480,0
2727,15073.0,181,2357.04,10,2
2728,15074.0,73,1566.33,106,1
2729,15075.0,27,773.03,78,1
2730,15076.0,82,1425.84,173,1
2731,15077.0,34,2423.88,456,0
2733,15079.0,154,3686.75,35,2
2734,15080.0,31,546.25,487,0
2735,15081.0,111,1948.27,23,1
2736,15082.0,6,93.35000000000001,464,0
2737,15083.0,5,88.2,257,1
2738,15084.0,31,965.2,380,0
2739,15085.0,9,347.54,789,0
2740,15086.0,11,218.53,565,0
2741,15087.0,15,306.94,282,0
2742,15088.0,60,1140.27,22,1
2743,15089.0,145,2420.84,11,2
2744,15090.0,23,381.32,252,1
2745,15091.0,60,1023.11,54,1
2746,15092.0,46,773.16,127,1
2748,15094.0,5,83.0,586,0
2749,15095.0,126,3135.74,104,2
2750,15096.0,11,219.39000000000001,43,1
2751,15097.0,68,587.05,212,1
2752,15098.0,5,649.5,65,1
2753,15099.0,23,410.48,85,1
2754,15100.0,26,2319.5,70,1
2755,15101.0,64,1303.49,191,1
2756,15102.0,27,554.67,399,0
2757,15103.0,35,703.36,87,1
2758,15104.0,71,1002.54,167,1
2759,15105.0,151,3094.91,19,2
2760,15106.0,102,1407.73,5,1
2761,15107.0,53,856.26,39,1
2762,15108.0,61,1291.75,65,1
2763,15109.0,51,961.9,128,1
2764,15110.0,58,1480.0,24,1
2765,15111.0,151,2730.87,60,2
2766,15112.0,7,209.4,524,0
2767,15113.0,101,3439.41,10,2
2768,15114.0,231,3400.12,38,2
2769,15115.0,36,528.1,19,1
2770,15116.0,45,1352.75,18,1
2771,15117.0,132,2484.32,15,2
2772,15118.0,1,244.8,135,1
2773,15119.0,14,266.4,128,1
2774,15120.0,22,343.82,134,1
2775,15121.0,28,457.72,51,1
2776,15122.0,236,4461.42,86,2
2777,15123.0,183,4656.17,207,2
2778,15124.0,31,450.82,23,1
2780,15126.0,25,449.49,537,0
2781,15127.0,28,711.5,214,1
2782,15128.0,132,1732.22,61,1
2784,15130.0,22,330.11,170,1
2785,15131.0,7,80.28,425,0
2786,15132.0,52,977.9300000000001,19,1
2787,15133.0,49,1806.9,38,1
2788,15134.0,85,1596.29,15,1
2789,15135.0,21,293.78,234,1
2790,15136.0,69,1282.45,0,1
2791,15137.0,40,747.55,521,0
2792,15138.0,33,486.59000000000003,386,0
2793,15139.0,13,178.96,162,1
2794,15140.0,113,3239.44,53,2
2795,15141.0,83,1378.31,367,0
2796,15142.0,143,2608.97,47,2
2797,15143.0,31,563.63,226,1
2799,15145.0,67,1194.73,44,1
2800,15146.0,95,1313.66,165,1
2801,15147.0,29,608.65,219,1
2802,15148.0,20,301.29,11,1
2803,15149.0,69,1554.6100000000001,134,1
2805,15151.0,57,2085.61,365,0
2807,15153.0,22,329.25,121,1
2808,15154.0,195,1332.26,75,1
2809,15155.0,24,383.96999999999997,384,0
2810,15156.0,55,961.49,119,1
2811,15157.0,160,2587.54,124,2
2812,15158.0,13,437.66,46,1
2814,15160.0,23,589.27,358,0
2815,15161.0,33,119.92,389,0
2816,15162.0,16,241.5,758,0
2817,15163.0,29,304.47,19,1
2818,15164.0,363,2052.02,209,2
2819,15165.0,54,975.5,697,0
2820,15166.0,12,167.16,468,0
2821,15167.0,313,1659.67,321,2
2822,15168.0,5,106.56,26,1
2823,15169.0,59,569.22,383,0
2824,15170.0,4,81.15,407,0
2825,15171.0,7,1034.5,9,1
2826,15172.0,110,1624.05,71,1
2827,15173.0,88,1399.26,381,0
2828,15174.0,34,481.46,323,0
2829,15175.0,23,224.14,72,1
2830,15176.0,53,985.09,434,0
2831,15177.0,26,948.93,426,0
2832,15178.0,3,40.5,261,1
2834,15180.0,58,904.4300000000001,418,0
2835,15181.0,24,948.4499999999999,176,1
2836,15182.0,128,2942.752,125,2
2837,15183.0,39,637.03,430,0
2838,15184.0,85,689.95,60,1
2839,15185.0,21,310.62,71,1
2840,15186.0,52,1403.2,15,1
2841,15187.0,93,4670.08,16,2
2842,15188.0,23,310.43,726,0
2844,15190.0,40,834.4399999999999,699,0
2845,15191.0,35,588.05,669,0
2846,15192.0,106,1981.39,2,1
2847,15193.0,19,499.32,61,1
2849,15195.0,1,3861.0,151,2
2850,15196.0,43,316.25,640,0
2851,15197.0,66,1427.84,9,1
2852,15198.0,32,559.45,123,1
2853,15199.0,51,3122.4,30,2
2854,15200.0,30,549.05,670,0
2855,15201.0,131,1525.9,63,1
2857,15203.0,343,4400.18,26,2
2858,15204.0,9,316.58,358,0
2859,15205.0,38,648.8299999999999,85,1
2860,15206.0,9,420.29999999999995,11,1
2861,15207.0,27,653.77,410,0
2862,15208.0,49,968.02,30,1
2863,15209.0,13,178.98000000000002,818,0
2864,15210.0,67,1176.19,226,1
2865,15211.0,75,1277.48,61,1
2866,15212.0,12,195.42999999999998,6,1
2867,15213.0,25,325.05,319,0
2868,15214.0,110,1661.44,11,1
2869,15215.0,159,1496.46,45,1
2870,15216.0,24,486.09,88,1
2871,15217.0,28,426.24,564,0
2873,15219.0,26,685.45,177,1
2874,15220.0,119,1758.92,52,1
2875,15221.0,50,1816.1000000000001,372,0
2876,15222.0,157,3415.66,319,2
2877,15223.0,46,1117.1,226,1
2878,15224.0,40,837.26,359,0
2879,15225.0,23,409.40000000000003,235,1
2880,15226.0,8,154.41,311,0
2881,15227.0,120,2488.4900000000002,127,2
2883,15229.0,9,160.5,673,0
2884,15230.0,23,429.6,240,1
2885,15231.0,17,228.35999999999999,596,0
2886,15232.0,31,612.06,114,1
2887,15233.0,1,59.400000000000006,639,0
2888,15234.0,14,197.0,129,1
2889,15235.0,187,2937.81,159,2
2890,15236.0,15,321.05,299,0
2891,15237.0,99,1412.32,79,1
2892,15238.0,52,1056.54,60,1
2893,15239.0,52,764.34,11,1
2894,15240.0,245,4315.0,6,2
2895,15241.0,185,3032.31,74,2
2896,15242.0,4,302.04,423,0
2897,15243.0,61,927.2800000000001,75,1
2898,15244.0,50,850.1800000000001,214,1
2899,15245.0,148,4610.84,134,2
2900,15246.0,51,780.4,239,1
2901,15247.0,18,967.11,93,1
2902,15248.0,111,1865.03,412,0
2904,15250.0,3,60.0,463,0
2906,15252.0,121,2053.06,95,1
2907,15253.0,121,2033.29,1,1
2908,15254.0,68,1073.4,246,1
2909,15255.0,193,3670.77,244,2
2910,15256.0,10,170.4,149,1
2911,15257.0,13,600.9,282,1
2912,15258.0,34,623.16,169,1
2913,15259.0,57,1182.3799999999999,513,0
2915,15261.0,92,1508.0,136,1
2916,15262.0,26,418.82,324,0
2917,15263.0,12,156.51,107,1
2918,15264.0,57,844.2,183,1
2919,15265.0,193,3345.64,33,2
2920,15266.0,46,841.7,223,1
2921,15267.0,11,1717.36,0,1
2922,15268.0,27,941.2500000000001,479,0
2923,15269.0,35,1225.3600000000001,24,1
2925,15271.0,628,4639.29,4,2
2926,15272.0,307,2085.48,58,2
2927,15273.0,1,228.96,600,0
2928,15274.0,47,716.57,19,1
2929,15275.0,42,609.19,120,1
2930,15276.0,194,631.03,244,1
2931,15277.0,26,476.34,47,1
2932,15278.0,29,496.15999999999997,373,0
2933,15279.0,99,1541.74,355,0
2934,15280.0,61,406.21999999999997,173,1
2936,15282.0,27,348.59,571,0
2937,15283.0,10,135.43,391,0
2938,15284.0,1,24.75,501,0
2939,15285.0,6,94.92,408,0
2940,15286.0,3,240.55,50,1
2941,15287.0,37,854.58,23,1
2942,15288.0,181,3883.13,44,2
2943,15289.0,99,1570.71,60,1
2946,15292.0,25,180.94,202,1
2947,15293.0,19,247.5,373,0
2948,15294.0,17,222.3,411,0
2949,15295.0,53,217.23999999999998,655,0
2951,15297.0,41,635.04,11,1
2954,15300.0,28,496.44,183,1
2956,15302.0,16,291.05,722,0
2957,15303.0,71,1178.78,291,1
2958,15304.0,32,905.45,61,1
2959,15305.0,5,93.6,672,0
2960,15306.0,163,3480.98,123,2
2961,15307.0,12,205.3,215,1
2962,15308.0,21,302.27,68,1
2963,15309.0,61,715.53,433,0
2964,15310.0,45,1634.64,479,0
2966,15312.0,165,2916.4900000000002,76,2
2967,15313.0,1,52.0,111,1
2968,15314.0,51,800.65,200,1
2969,15315.0,38,551.54,107,1
2970,15316.0,1,165.0,327,0
2971,15317.0,6,112.05000000000001,678,0
2972,15318.0,33,312.62,181,1
2973,15319.0,16,204.5,341,0
2974,15320.0,36,267.13,45,1
2976,15322.0,90,1314.15,86,1
2977,15323.0,37,320.9,524,0
2978,15324.0,8,140.22000000000003,527,0
2979,15325.0,226,1596.81,104,2
2980,15326.0,146,1529.82,70,1
2981,15327.0,10,208.75,53,1
2982,15328.0,8,107.24,408,0
2983,15329.0,178,2742.98,40,2
2984,15330.0,13,714.96,61,1
2985,15331.0,46,755.41,462,0
2987,15333.0,16,1028.56,209,1
2988,15334.0,99,351.67,164,1
2989,15335.0,36,173.97,54,1
2990,15336.0,15,240.5,639,0
2991,15337.0,24,344.72,412,0
2992,15338.0,60,283.43,678,0
2993,15339.0,232,1634.09,244,2
2994,15340.0,7,105.5,562,0
2995,15341.0,25,2401.02,81,1
2996,15342.0,26,391.76,117,1
2997,15343.0,21,364.5,88,1
2998,15344.0,32,476.58,24,1
2999,15345.0,23,367.69,46,1
3000,15346.0,38,591.65,39,1
3001,15347.0,43,1333.9,379,0
3002,15348.0,9,158.04,73,1
3003,15349.0,72,473.81,218,1
3004,15350.0,35,663.25,384,0
3005,15351.0,386,3615.18,13,2
3006,15352.0,37,114.95,460,0
3007,15353.0,388,3154.05,255,2
3008,15354.0,7,-94.8,599,0
3009,15355.0,14,277.05,54,1
3010,15356.0,755,3464.95,72,2
3011,15357.0,1,-36.75,683,0
3013,15359.0,17,162.6,464,0
3014,15360.0,13,427.93,40,1
3015,15361.0,10,689.07,362,0
3016,15362.0,40,613.08,449,0
3017,15363.0,52,996.16,6,1
3018,15364.0,29,913.19,215,1
3019,15365.0,255,3573.26,26,2
3020,15366.0,138,2389.08,76,2
3022,15368.0,8,722.74,22,1
3023,15369.0,104,1713.39,145,1
3024,15370.0,145,3713.51,30,2
3025,15371.0,1,59.400000000000006,663,0
3027,15373.0,206,3218.59,19,2
3028,15374.0,10,307.32,277,0
3029,15375.0,6,60.959999999999994,691,0
3030,15376.0,117,1233.3600000000001,41,1
3031,15377.0,22,1179.95,383,0
3032,15378.0,12,246.5,502,0
3033,15379.0,265,4806.4400000000005,98,2
3034,15380.0,56,3422.2000000000003,47,2
3035,15381.0,25,1887.62,66,1
3037,15383.0,1,-10.5,683,0
3038,15384.0,122,2014.49,170,1
3039,15385.0,21,942.08,41,1
3040,15386.0,31,394.14,187,1
3041,15387.0,20,468.65,611,0
3042,15388.0,10,140.54,271,0
3043,15389.0,6,2733.8,173,1
3044,15390.0,77,1216.66,409,0
3045,15391.0,13,282.92,571,0
3046,15392.0,145,2891.82,1,2
3047,15393.0,44,891.34,17,1
3049,15395.0,7,107.45,326,0
3050,15396.0,16,796.38,113,1
3051,15397.0,6,94.0,290,0
3052,15398.0,74,1339.63,17,1
3053,15399.0,50,815.77,23,1
3054,15400.0,28,1252.8,114,1
3055,15401.0,14,216.95000000000002,453,0
3056,15402.0,133,1816.64,149,1
3057,15403.0,8,170.88,581,0
3058,15404.0,16,257.06,376,0
3059,15405.0,30,659.84,279,1
3060,15406.0,127,891.77,19,1
3061,15407.0,153,1056.44,95,1
3062,15408.0,34,267.18,265,1
3063,15409.0,12,117.2,527,0
3064,15410.0,162,4685.72,85,2
3065,15411.0,100,1346.38,27,1
3066,15412.0,10,190.53,172,1
3068,15414.0,39,774.9000000000001,10,1
3069,15415.0,48,572.8100000000001,314,0
3070,15416.0,230,4554.65,3,2
3071,15417.0,28,508.8,86,1
3072,15418.0,69,452.32,426,0
3073,15419.0,8,135.86,25,1
3074,15420.0,56,743.0,559,0
3075,15421.0,316,3805.34,0,2
3076,15422.0,121,1615.02,324,1
3077,15423.0,17,219.14,333,0
3078,15424.0,33,597.78,255,1
3079,15425.0,144,1944.57,529,0
3080,15426.0,543,2592.95,20,2
3081,15427.0,306,1483.14,48,2
3082,15428.0,44,762.75,16,1
3083,15429.0,83,364.90000000000003,27,1
3084,15430.0,41,903.75,468,0
3085,15431.0,2,153.24,503,0
3086,15432.0,18,301.26,24,1
3087,15433.0,53,417.87,66,1
3088,15434.0,139,2517.11,108,2
3089,15435.0,29,149.29,23,1
3090,15436.0,329,1122.53,13,2
3091,15437.0,57,393.45,263,1
3092,15438.0,25,156.57999999999998,132,1
3093,15439.0,57,1269.05,395,0
3094,15440.0,62,383.68,55,1
3095,15441.0,57,1254.21,395,0
3096,15442.0,2,594.0,220,1
3098,15444.0,219,1418.26,9,2
3099,15445.0,14,284.5,265,1
3100,15446.0,116,398.85,377,0
3101,15447.0,30,484.93,331,0
3102,15448.0,49,788.81,313,0
3103,15449.0,62,971.22,27,1
3104,15450.0,30,429.84,90,1
3105,15451.0,63,233.21,600,0
3106,15452.0,202,1799.1100000000001,60,2
3107,15453.0,286,1388.37,57,2
3108,15454.0,41,307.69,363,0
3109,15455.0,2,38.25,598,0
3110,15456.0,230,2119.27,341,2
3111,15457.0,58,237.07,263,1
3112,15458.0,13,370.43999999999994,26,1
3113,15459.0,7,202.82999999999998,418,0
3114,15460.0,58,216.76,355,0
3115,15461.0,5,391.29999999999995,580,0
3116,15462.0,41,737.05,144,1
3117,15463.0,7,126.14,60,1
3118,15464.0,157,1048.85,223,1
3120,15466.0,265,1571.01,86,2
3121,15467.0,53,511.88,10,1
3122,15468.0,88,1387.48,44,1
3123,15469.0,47,834.4,32,1
3124,15470.0,4,63.419999999999995,576,0
3125,15471.0,162,1316.56,151,1
3126,15472.0,76,371.56,114,1
3127,15473.0,17,1740.0,0,1
3128,15474.0,20,163.1,596,0
3129,15475.0,29,454.10999999999996,78,1
3130,15476.0,80,2180.28,364,0
3131,15477.0,2,368.4,650,0
3132,15478.0,71,2024.98,41,1
3133,15479.0,9,147.4,911,0
3134,15480.0,217,3592.25,117,2
3135,15481.0,38,1993.34,639,0
3137,15483.0,290,862.2,267,2
3138,15484.0,242,4624.8,10,2
3140,15486.0,1,102.0,528,0
3141,15487.0,14,231.32,680,0
3142,15488.0,11,431.92,123,1
3143,15489.0,123,2327.36,5,2
3144,15490.0,29,188.1,579,0
3145,15491.0,155,3090.85,64,2
3146,15492.0,35,659.4599999999999,29,1
3147,15493.0,652,4280.43,150,2
3148,15494.0,380,3770.95,22,2
3149,15495.0,20,246.5,380,0
3150,15496.0,22,146.14000000000001,632,0
3153,15499.0,42,161.6,724,0
3154,15500.0,68,1131.56,19,1
3155,15501.0,70,402.5,405,0
3157,15503.0,123,267.15,363,0
3158,15504.0,70,413.9,82,1
3159,15505.0,99,3497.14,53,2
3160,15506.0,278,2040.03,23,2
3161,15507.0,46,492.36,172,1
3162,15508.0,92,1000.27,226,1
3163,15509.0,29,166.51,381,0
3164,15510.0,1,250.0,331,0
3165,15511.0,160,909.23,12,1
3166,15512.0,32,331.58,156,1
3169,15515.0,7,171.81,388,0
3170,15516.0,15,62.43,45,1
3171,15517.0,27,267.03,234,1
3172,15518.0,464,4103.78,39,2
3173,15519.0,37,344.61,384,0
3174,15520.0,18,343.5,120,1
3176,15522.0,57,398.84,88,1
3178,15524.0,9,591.4,25,1
3179,15525.0,261,1280.8,18,2
3180,15526.0,4,148.44,182,1
3182,15528.0,26,229.33,255,1
3184,15530.0,143,1813.72,22,1
3185,15531.0,228,2007.44,89,2
3186,15532.0,634,3708.05,26,2
3187,15533.0,86,746.92,20,1
3188,15534.0,8,162.25,726,0
3189,15535.0,139,985.82,174,1
3190,15536.0,16,259.09,410,0
3191,15537.0,24,110.92,164,1
3192,15538.0,33,3027.15,463,0
3193,15539.0,41,538.46,301,0
3194,15540.0,31,460.68,12,1
3195,15541.0,29,85.13000000000001,115,1
3196,15542.0,254,895.9,513,0
3197,15543.0,58,242.84,289,0
3199,15545.0,112,428.05,55,1
3200,15546.0,18,539.5500000000001,371,0
3202,15548.0,23,158.09,596,0
3203,15549.0,163,2308.46,78,2
3204,15550.0,243,1995.6,38,2
3205,15551.0,153,1659.28,274,1
3206,15552.0,30,252.52,188,1
3207,15553.0,56,437.23,61,1
3208,15554.0,14,217.2,160,1
3210,15556.0,31,279.77,25,1
3211,15557.0,20,473.65000000000003,29,1
3212,15558.0,26,143.32999999999998,433,0
3213,15559.0,62,1109.4,569,0
3214,15560.0,10,153.52,517,0
3215,15561.0,96,1856.54,12,1
3216,15562.0,34,673.3800000000001,352,0
3217,15563.0,264,2781.21,22,2
3218,15564.0,4,70.74000000000001,669,0
3219,15565.0,8,173.16,51,1
3220,15566.0,12,227.87,364,0
3221,15567.0,7,186.01,19,1
3222,15568.0,53,758.29,45,1
3223,15569.0,142,3586.35,39,2
3225,15571.0,635,4051.63,12,2
3226,15572.0,356,4068.67,26,2
3227,15573.0,220,1207.18,86,1
3228,15574.0,374,1476.7,178,2
3229,15575.0,3,30.1,620,0
3230,15576.0,45,940.6700000000001,302,1
3231,15577.0,60,397.98,33,1
3232,15578.0,13,127.1,163,1
3233,15579.0,175,1267.25,303,1
3234,15580.0,258,1221.95,377,2
3236,15582.0,44,682.9100000000001,25,1
3237,15583.0,46,107.86,377,0
3238,15584.0,226,1275.0,24,2
3239,15585.0,31,455.3,177,1
3240,15586.0,39,1128.66,496,0
3241,15587.0,14,1522.0800000000002,31,1
3242,15588.0,4,579.6,678,0
3243,15589.0,30,456.58,256,1
3244,15590.0,88,1466.41,290,1
3245,15591.0,7,217.9,463,0
3246,15592.0,24,388.58,47,1
3247,15593.0,5,199.8,71,1
3248,15594.0,104,1767.53,16,1
3249,15595.0,4,357.6,458,0
3250,15596.0,187,3023.59,68,2
3251,15597.0,38,554.52,60,1
3252,15598.0,38,543.02,50,1
3253,15599.0,83,1250.06,27,1
3254,15600.0,74,1178.71,452,0
3256,15602.0,141,2975.9700000000003,22,2
3257,15603.0,5,74.73,79,1
3258,15604.0,17,216.39,53,1
3259,15605.0,112,1933.4,31,1
3260,15606.0,159,4733.47,2,2
3261,15607.0,115,1578.57,162,1
3262,15608.0,105,1785.98,29,1
3263,15609.0,18,270.03000000000003,65,1
3264,15610.0,6,112.46000000000001,52,1
3265,15611.0,100,2858.37,10,2
3266,15612.0,6,195.15,91,1
3267,15613.0,27,433.71999999999997,493,0
3268,15614.0,85,3008.86,438,2
3270,15616.0,13,317.11,439,0
3271,15617.0,42,828.5500000000001,416,0
3272,15618.0,49,747.031,87,1
3273,15619.0,3,336.40000000000003,11,1
3274,15620.0,136,1909.93,50,1
3275,15621.0,18,1158.77,11,1
3277,15623.0,108,2437.05,141,2
3278,15624.0,34,588.13,117,1
3279,15625.0,177,3203.25,101,2
3280,15626.0,82,1049.37,75,1
3281,15627.0,24,566.9,488,0
3283,15629.0,77,2240.9,451,0
3284,15630.0,81,1475.45,46,1
3285,15631.0,39,596.67,525,0
3286,15632.0,177,3147.31,16,2
3287,15633.0,185,4173.41,373,2
3288,15634.0,34,554.65,18,1
3289,15635.0,2,100.35,455,0
3290,15636.0,57,1444.58,31,1
3291,15637.0,41,797.59,53,1
3292,15638.0,29,2137.2,38,1
3293,15639.0,72,1028.33,135,1
3296,15642.0,6,105.78000000000002,789,0
3297,15643.0,36,647.4,126,1
3298,15644.0,238,813.0,167,1
3299,15645.0,69,1042.57,19,1
3300,15646.0,86,952.11,36,1
3301,15647.0,11,169.0,416,0
3302,15648.0,28,599.9,205,1
3303,15649.0,12,2170.35,162,1
3304,15650.0,37,539.03,368,0
3305,15651.0,60,1259.06,261,1
3306,15652.0,105,1411.84,92,1
3307,15653.0,6,877.4399999999999,116,1
3308,15654.0,21,922.53,10,1
3309,15655.0,37,511.32,67,1
3310,15656.0,47,748.5,46,1
3311,15657.0,1,30.0,23,1
3312,15658.0,133,2270.34,38,2
3313,15659.0,21,532.49,44,1
3314,15660.0,165,2764.14,26,2
3315,15661.0,44,1215.95,223,1
3316,15662.0,12,283.73,662,0
3317,15663.0,9,138.14,107,1
3318,15664.0,74,1212.35,51,1
3319,15665.0,288,4015.12,67,2
3320,15666.0,67,632.9399999999999,473,0
3321,15667.0,13,301.32,40,1
3322,15668.0,1,76.32000000000001,188,1
3323,15669.0,35,677.69,41,1
3324,15670.0,20,315.2,297,0
3325,15671.0,81,2635.4900000000002,19,2
3326,15672.0,3,45.300000000000004,726,0
3329,15675.0,35,542.04,82,1
3330,15676.0,216,3324.09,9,2
3331,15677.0,72,1305.63,50,1
3332,15678.0,97,1893.89,53,1
3333,15679.0,110,781.28,25,1
3334,15680.0,268,4464.4800000000005,10,2
3335,15681.0,103,2480.2,19,2
3336,15682.0,26,316.99,600,0
3337,15683.0,26,524.54,118,1
3338,15684.0,14,147.8,429,0
3339,15685.0,17,55.980000000000004,451,0
3340,15686.0,1,90.0,421,0
3341,15687.0,168,2981.5,24,2
3342,15688.0,27,190.57,419,0
3343,15689.0,24,521.03,2,1
3344,15690.0,19,239.76,101,1
3345,15691.0,15,511.8,340,0
3346,15692.0,12,191.04,29,1
3347,15693.0,1,37.5,660,0
3349,15695.0,59,1131.04,267,1
3350,15696.0,240,3757.4700000000003,66,2
3351,15697.0,14,246.75,690,0
3352,15698.0,2,46.2,624,0
3353,15699.0,18,309.65,18,1
3354,15700.0,89,664.03,173,1
3355,15701.0,237,1542.14,74,2
3356,15702.0,30,140.39000000000001,477,0
3357,15703.0,5,211.5,265,1
3358,15704.0,209,3744.1800000000003,127,2
3359,15705.0,6,143.1,202,1
3360,15706.0,59,1001.8100000000001,30,1
3361,15707.0,214,945.58,44,1
3362,15708.0,408,4323.9800000000005,41,2
3363,15709.0,27,327.85,341,0
3364,15710.0,110,898.87,418,0
3365,15711.0,25,420.25,685,0
3366,15712.0,167,3467.46,10,2
3367,15713.0,63,985.99,144,1
3368,15714.0,49,784.8100000000001,12,1
3369,15715.0,38,658.02,597,0
3370,15716.0,326,3056.81,146,2
3371,15717.0,24,607.0,235,1
3372,15718.0,18,293.79,541,0
3374,15720.0,155,741.92,25,1
3375,15721.0,91,507.08,12,1
3377,15723.0,129,947.65,412,0
3378,15724.0,20,299.8,68,1
3379,15725.0,32,415.25,16,1
3380,15726.0,23,321.91,391,0
3382,15728.0,16,409.80000000000007,50,1
3383,15729.0,13,154.70000000000002,35,1
3384,15730.0,115,1708.18,123,1
3385,15731.0,8,125.3,613,0
3386,15732.0,107,1637.52,35,1
3387,15733.0,10,162.3,310,0
3388,15734.0,43,2263.3,115,1
3389,15735.0,19,327.68,422,0
3390,15736.0,106,1717.27,436,0
3391,15737.0,81,1121.21,15,1
3393,15739.0,8,449.12,244,1
3394,15740.0,9,154.88,50,1
3395,15741.0,12,208.62,519,0
3396,15742.0,41,156.87,620,0
3397,15743.0,88,784.46,17,1
3398,15744.0,3,34.8,78,1
3399,15745.0,65,1071.24,20,1
3400,15746.0,29,182.96,135,1
